id,Sentence,Sentiment,SentimentNumerical
2250,strongest growth was seen in the new markets in russia the czech republic and slovakia,positive,1
1247,pcln runs into the 50sma on the acquisition news,positive,1
2444,finnair said that the cancellation of flights would cause daily losses of x20ac 25 million us 3 million,neutral,2
272,operating profit for 2009 lower than outlook published earlier,negative,0
1811,music is provided by all major international and regional labels including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum records and leading content aggregator the orchard as well as thousands of independent labels,neutral,2
573,seventythree of those also have more extensive training in products built on the latest archestra technologies such as the wonderware system platform,neutral,2
1843,hargreaves lansdown share price falls as costs mount although pensions,negative,0
50,each share is entitled to one vote,neutral,2
1822,uncommonly weak snow conditions in nearly every market have affected our first quarter result chief executive roger talermo said,negative,0
590,the effect may remain shortlived however,neutral,2
1522,excluding nonrecurring items pretax profit surged 45 to eur80m,positive,1
1662,key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur1 08 billion 167 billion offer from buyout shop nordic capital giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa,positive,1
1011,the business area has operations in finland sweden denmark estonia latvia and lithuania,neutral,2
1855,the company s order book stood at 15 bln euro 22 bln on september 30 2007 up by 242 pct on the year with international orders amounting to 365 mln euro 5343 mln,positive,1
1423,technical indicators for the stock are bullish and sp gives nok a positive 4 stars out of 5 buy ranking,positive,1
2506,a total of 750330 new citycon shares with a nominal value of eur 135 per share were subscribed in december exercising the abc options based on the company s stock option plan 1999,neutral,2
241,according to the company in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008,negative,0
2359,the value of the confirmed aircraft orders totals eur 2bn,neutral,2
2230,update 1sabmiller 2ndquarter underlying sales rise forex impacts margins,neutral,2
2032,long position on golupdating httpstkscofdmm,positive,1
363,adbe technical alerts expansion breakout gilligans island sell setup volume surge and new 52 httpstcolxx66tknfh,positive,1
556,in the autumn it plans to expand service to st petersburg and moscow and launch service to yekaterinburg russia flying there three times a week,positive,1
2321,gsk joins china trade push as uk trumpets healthcare deals,positive,1
2481,sales for the department store division increased by 15 and sales for the clothing store subsidiary seppala increased by 8 meanwhile sales for hobby hall decreased by 12,positive,1
2303,the major breweries increased their domestic beer sales by 45 per cent last year to 25688 million litres from 24592 million litres in 2004,positive,1
1688,net sales fell by 5 from the previous accounting period,negative,0
1961,after the acquisition basware s preliminary pro forma net sales for 2005 amount to eur 526 mn and preliminary pro forma operating profit amounts to eur 71 mn,neutral,2
1402,net sales decreased to eur 2205 mn from eur 4700 mn in the corresponding period in 2009,negative,0
2113,in the baltic countries sales fell by 426,negative,0
771,finnish office supplies and computer accessories dealer belttongroup plc said its net profit rose to 13 mln euro 17 mln in 2006 from 113 mln euro 15 mln in 2005,positive,1
350,diageo receives reports from united spirits on financial irregularities involving,negative,0
1339,teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas,neutral,2
2164,siga bid for reargument denied by judge,negative,0
1658,the orders are for 26 machineroomless kone monospace elevators which would be installed during 2006,neutral,2
1765,svyturysutenos alus which is controlled by the nordic group baltic beverages holding bbh posted a 61 percent growth in beer sales for januaryseptember to 10199 million liters,positive,1
2523,we are happy to be working with rapala to encourage boaters and anglers to introduce newcomers to the sport said rbff president ceo frank peterson,positive,1
1963,with this acquisition panostaja oyj further expands its business area specialising in digital printing,positive,1
2499,last year sysopen digia invested in ibm product knowhow in the building of portal and trading place systems and successfully implemented customer solutions supported by it,positive,1
737,in the first quarter of 2010 the marktomarket result was a pretax profit of eur 133 million versus a loss of eur 32 million in the same period last year,positive,1
1329,since the association s data do not cover sales figures from about 100 small local breweries and sales of imported beer products the actual market shares of its members are smaller than those given in the report,negative,0
2288,thanks to his wide contact network and good knowledge of market and business environment he will give a great contribution to the further development of our indian operations tells incap s president ceo juhani hanninen,positive,1
1493,the dismissed staff members will now take the matter to court unless it can be settled outside,negative,0
1666,nokia siemens networks has struggled to make a profit in the past two years,neutral,2
62,upon completion of the sale proha would get some usd12 7 m for its stake in artemis,neutral,2
145,buyback not trending right cpix spending more as shares pricier hopefully will pull back w 687 q2 closing vwap,negative,0
1844,the full midnighttrader extendedhours trading analysis and news service is available in realtime through comtex,neutral,2
